timestamp,user,source_ip,destination_ip,failed_logins,request_count,port,data_transferred_mb,session_duration,event_type,login_location,device_count,true_label
2026-08-19 17:32:20,bshah,10.0.13.71,10.0.5.13,0,21,3389,763.66,4464,large_data_transfer,"London, UK",1,suspicious
2026-08-19 20:25:44,nlal,10.0.11.83,10.0.5.30,1,15,80,4009.72,5389,large_data_transfer,"Dublin, IE",1,suspicious
2026-08-20 01:32:07,jkhan,45.33.136.78,10.0.5.28,0,1366,12345,0.43,119,network_scan_detected,"Mumbai, IN",1,suspicious
2026-08-20 08:10:24,svc_deploy,10.0.1.254,10.0.5.26,0,30,53,7.67,1762,normal_browsing,"New York, US",2,normal
2026-08-20 09:04:19,admin_ops,10.0.13.185,10.0.5.48,1,34,8443,8.13,3180,vpn_connection,"Delhi, IN",1,normal
2026-08-20 09:49:57,nlal,10.0.1.87,10.0.5.53,7,18,80,12.81,1107,login_failure,"Dublin, IE",8,suspicious
2026-08-20 11:23:43,bshah,10.0.19.254,10.0.5.30,1,19,8443,28.64,2089,database_query,"London, UK",2,normal
2026-08-20 12:54:05,cfernandes,10.0.9.52,10.0.5.42,1,18,22,14.53,2590,email_activity,"Mumbai, IN",1,normal
2026-08-20 13:36:12,admin_ops,10.0.3.13,10.0.5.44,0,19,80,7.4,3533,file_access,"Delhi, IN",1,normal
2026-08-20 14:10:46,aiyer,203.0.113.142,10.0.5.59,1,22,25,2.63,2915,unusual_login_location,"Nairobi, KE",1,suspicious
2026-08-20 15:29:06,cfernandes,10.0.16.196,10.0.5.55,0,14,3306,10.06,1311,vpn_connection,"Mumbai, IN",1,normal
2026-08-20 16:08:20,admin_ops,10.0.20.83,10.0.5.12,1,40,53,4.01,2461,email_activity,"Delhi, IN",2,normal
2026-08-20 16:36:42,nlal,10.0.2.47,10.0.5.56,0,2,3389,2.34,2434,file_access,"Dublin, IE",2,normal
2026-08-20 18:29:09,svc_deploy,10.0.9.37,10.0.5.17,2,36,53,16.19,3089,database_query,"New York, US",2,normal
2026-08-20 18:34:18,bshah,10.0.10.125,10.0.5.17,2,26,53,0.43,1887,login_success,"London, UK",1,normal
2026-08-20 20:19:15,rsingh,10.0.2.63,10.0.5.58,1,6,80,14.39,3027,vpn_connection,"Dublin, IE",1,normal
2026-08-20 20:39:08,aiyer,10.0.20.98,10.0.5.11,0,12,22,9.81,2983,vpn_connection,"Sydney, AU",1,normal
2026-08-20 23:16:49,rpatel,203.0.113.154,10.0.5.5,2,1053,4444,1.62,61,network_scan_detected,"Bangalore, IN",2,suspicious
2026-08-21 02:52:03,bshah,10.0.17.204,10.0.5.12,5,20,8443,2.73,585,privilege_escalation_attempt,"London, UK",2,suspicious
2026-08-21 04:02:11,greddy,192.0.2.237,10.0.5.53,2,1726,31337,29.89,14,network_scan_detected,"Bangalore, IN",1,suspicious
2026-08-21 08:54:30,svc_deploy,10.0.8.53,10.0.5.54,1,23,53,23.89,3390,file_access,"New York, US",1,normal
2026-08-21 09:18:05,cfernandes,10.0.6.71,10.0.5.30,1,10,8443,2.42,405,file_access,"Mumbai, IN",2,normal
2026-08-21 10:08:34,nlal,10.0.9.206,10.0.5.13,0,43,443,2.39,569,login_success,"Dublin, IE",1,normal
2026-08-21 11:47:09,greddy,10.0.1.68,10.0.5.37,1,38,8443,2.27,1239,file_access,"Bangalore, IN",1,normal
2026-08-21 14:34:47,svc_deploy,10.0.18.206,10.0.5.40,0,32,3389,6.43,1147,vpn_connection,"New York, US",2,normal
2026-08-21 15:06:15,svc_deploy,10.0.13.148,10.0.5.24,1,19,53,11.54,119,normal_browsing,"New York, US",2,normal
2026-08-21 16:49:52,kjoshi,10.0.20.159,10.0.5.45,2,36,443,16.51,2524,normal_browsing,"Bangalore, IN",1,normal
2026-08-21 18:08:44,nlal,10.0.5.65,10.0.5.11,2,21,3389,0.92,3148,normal_browsing,"Dublin, IE",2,normal
2026-08-21 20:49:43,cfernandes,203.0.113.123,10.0.5.60,9,52,22,7.67,2492,brute_force_attempt,"Mumbai, IN",1,suspicious
2026-08-22 08:42:55,cfernandes,10.0.18.120,10.0.5.28,0,13,3306,0.72,2580,vpn_connection,"Mumbai, IN",2,normal
2026-08-22 08:51:20,tverma,10.0.13.70,10.0.5.6,0,37,3306,0.58,900,normal_browsing,"Pune, IN",2,normal
2026-08-22 11:18:14,svc_backup,10.0.12.47,10.0.5.21,0,35,22,2.74,1153,login_success,"Dublin, IE",1,normal
2026-08-22 11:51:38,dgupta,10.0.5.225,10.0.5.18,0,42,25,26.36,1550,database_query,"Delhi, IN",1,normal
2026-08-22 12:36:03,nlal,198.51.100.194,10.0.5.46,3,7,80,14.56,2766,unusual_login_location,"Manila, PH",1,suspicious
2026-08-22 13:11:07,jkhan,10.0.13.104,10.0.5.31,1,25,25,3419.81,7128,large_data_transfer,"Mumbai, IN",1,suspicious
2026-08-22 18:15:02,mrao,10.0.19.244,10.0.5.46,0,13,443,3.44,1836,email_activity,"Hyderabad, IN",2,normal
2026-08-22 19:04:52,pkumar,10.0.14.174,10.0.5.33,0,41,53,8.4,1021,email_activity,"Bangalore, IN",1,normal
2026-08-22 20:02:48,hnair,10.0.15.141,10.0.5.15,1,7,3389,6.61,1249,login_success,"Mumbai, IN",2,normal
2026-08-22 20:43:29,dgupta,10.0.16.163,10.0.5.13,0,5,25,2.71,181,email_activity,"Delhi, IN",1,normal
2026-08-23 02:23:16,pkumar,192.0.2.120,10.0.5.56,0,1388,8081,0.48,84,network_scan_detected,"Bangalore, IN",2,suspicious
2026-08-23 08:05:18,ymehta,10.0.8.105,10.0.5.46,0,20,3306,2.63,1968,database_query,"Toronto, CA",1,normal
2026-08-23 09:22:15,rsingh,10.0.4.199,10.0.5.39,2,22,22,0.52,211,email_activity,"Dublin, IE",1,normal
2026-08-23 11:09:01,tverma,10.0.2.64,10.0.5.32,1,5,25,5.57,1727,normal_browsing,"Pune, IN",1,normal
2026-08-23 11:56:02,rpatel,10.0.11.240,10.0.5.21,1,26,25,19.21,1067,login_success,"Bangalore, IN",1,normal
2026-08-23 14:04:28,kjoshi,10.0.20.124,10.0.5.39,1,35,8443,1.66,2256,login_success,"Bangalore, IN",1,normal
2026-08-23 15:31:14,nlal,10.0.12.143,10.0.5.26,1,12,8443,17.91,381,database_query,"Dublin, IE",1,normal
2026-08-23 16:02:25,dgupta,203.0.113.226,10.0.5.31,0,20,3306,0.89,383,unusual_login_location,"Vladivostok, RU",2,suspicious
2026-08-23 16:25:13,jkhan,10.0.14.213,10.0.5.15,1,18,3306,1.31,3422,email_activity,"Mumbai, IN",1,normal
2026-08-23 17:13:04,mrao,10.0.18.55,10.0.5.39,0,15,3306,19.15,3201,file_access,"Hyderabad, IN",1,normal
2026-08-23 18:52:13,hnair,10.0.8.176,10.0.5.50,1,6,25,18.29,2193,normal_browsing,"Mumbai, IN",1,normal
2026-08-23 20:40:37,nlal,10.0.7.110,10.0.5.9,1,15,22,1.87,1118,file_access,"Dublin, IE",1,normal
2026-08-24 00:59:06,greddy,10.0.19.201,10.0.5.8,4,35,3306,2.4,1713,privilege_escalation_attempt,"Bangalore, IN",1,suspicious
2026-08-24 08:15:13,admin_ops,10.0.3.27,10.0.5.40,0,29,443,0.17,1032,normal_browsing,"Delhi, IN",1,normal
2026-08-24 10:08:42,hnair,10.0.16.244,10.0.5.37,0,17,8443,2.01,897,database_query,"Mumbai, IN",1,normal
2026-08-24 13:32:35,mrao,10.0.4.83,10.0.5.17,1,8,53,9.15,1871,file_access,"Hyderabad, IN",1,normal
2026-08-24 13:32:37,ymehta,10.0.4.117,10.0.5.34,0,40,443,11.37,3008,normal_browsing,"Toronto, CA",1,normal
2026-08-24 14:17:48,aiyer,10.0.14.66,10.0.5.55,0,31,443,12.04,3098,database_query,"Sydney, AU",1,normal
2026-08-24 15:36:47,dgupta,10.0.16.142,10.0.5.34,0,37,80,1.59,1127,database_query,"Delhi, IN",1,normal
2026-08-24 16:56:55,rsingh,10.0.14.251,10.0.5.41,2,10,3389,1.6,3571,file_access,"Dublin, IE",1,normal
2026-08-24 17:14:10,cfernandes,10.0.4.65,10.0.5.44,0,18,443,3090.61,7132,large_data_transfer,"Mumbai, IN",1,suspicious
2026-08-24 18:46:41,mrao,10.0.14.97,10.0.5.59,1,29,8443,1.51,1568,login_success,"Hyderabad, IN",1,normal
2026-08-24 20:10:36,nlal,198.51.100.127,10.0.5.52,3,9,8443,9.83,2624,unusual_login_location,"Nairobi, KE",1,suspicious
2026-08-24 20:10:44,asharma,10.0.14.89,10.0.5.19,0,14,3306,24.18,448,login_success,"Sydney, AU",2,normal
2026-08-25 00:06:54,aiyer,203.0.113.4,10.0.5.56,0,1473,12345,3.86,39,network_scan_detected,"Sydney, AU",1,suspicious
2026-08-25 00:37:06,rsingh,198.51.100.165,10.0.5.54,1,684,6667,6.36,42,network_scan_detected,"Dublin, IE",2,suspicious
2026-08-25 11:03:17,hnair,10.0.13.174,10.0.5.40,1,3,80,9.52,800,database_query,"Mumbai, IN",1,normal
2026-08-25 15:58:17,tverma,192.0.2.7,10.0.5.23,19,109,53,10.13,3482,brute_force_attempt,"Pune, IN",1,suspicious
2026-08-25 16:00:02,svc_backup,203.0.113.64,10.0.5.4,3,24,8443,3.4,644,unusual_login_location,"Lagos, NG",1,suspicious
2026-08-25 16:09:17,svc_backup,10.0.10.156,10.0.5.15,2,22,3389,5.88,2845,normal_browsing,"Dublin, IE",1,normal
2026-08-25 16:21:22,kjoshi,10.0.15.71,10.0.5.21,0,15,80,14.22,2984,file_access,"Bangalore, IN",1,normal
2026-08-25 16:35:37,cfernandes,10.0.19.58,10.0.5.30,0,26,25,19.81,3193,normal_browsing,"Mumbai, IN",1,normal
2026-08-25 16:48:44,svc_backup,10.0.6.51,10.0.5.15,2,31,53,3.63,2997,database_query,"Dublin, IE",1,normal
2026-08-25 16:57:15,jkhan,10.0.19.135,10.0.5.12,2,25,22,6.98,598,email_activity,"Mumbai, IN",1,normal
2026-08-26 09:05:17,tverma,10.0.5.99,10.0.5.47,2,10,8443,8.08,1327,email_activity,"Pune, IN",1,normal
2026-08-26 09:35:34,rsingh,10.0.10.230,10.0.5.21,0,45,22,3.77,3280,email_activity,"Dublin, IE",1,normal
2026-08-26 10:45:13,svc_deploy,10.0.3.108,10.0.5.28,0,35,25,3.09,1733,login_success,"New York, US",1,normal
2026-08-26 12:08:06,hnair,10.0.20.191,10.0.5.39,0,16,443,13.7,2773,database_query,"Mumbai, IN",1,normal
2026-08-26 12:18:36,aiyer,10.0.9.245,10.0.5.56,1,44,80,6.85,585,vpn_connection,"Sydney, AU",1,normal
2026-08-26 12:39:51,hnair,10.0.17.4,10.0.5.44,1,20,80,1.88,580,email_activity,"Mumbai, IN",1,normal
2026-08-26 13:13:28,rpatel,10.0.15.245,10.0.5.17,0,7,3306,3.12,2260,normal_browsing,"Bangalore, IN",1,normal
2026-08-26 13:19:08,tverma,203.0.113.100,10.0.5.34,2,20,22,0.92,297,unusual_login_location,"Cairo, EG",1,suspicious
2026-08-26 14:41:05,admin_ops,10.0.11.220,10.0.5.45,1,25,3306,10.56,2597,normal_browsing,"Delhi, IN",2,normal
2026-08-26 15:22:28,dgupta,10.0.2.188,10.0.5.57,0,40,8443,34.05,1154,normal_browsing,"Delhi, IN",1,normal
2026-08-26 15:31:10,kjoshi,10.0.3.146,10.0.5.3,0,19,443,3.15,1155,file_access,"Bangalore, IN",1,normal
2026-08-26 17:30:18,ymehta,10.0.2.61,10.0.5.20,2,19,25,11.94,321,normal_browsing,"Toronto, CA",1,normal
2026-08-26 19:41:17,admin_ops,10.0.14.231,10.0.5.26,1,30,53,1859.65,4865,large_data_transfer,"Delhi, IN",1,suspicious
2026-08-27 02:43:08,admin_ops,203.0.113.169,10.0.5.33,1,272,1337,11.45,79,network_scan_detected,"Delhi, IN",1,suspicious
2026-08-27 09:11:08,svc_deploy,10.0.16.84,10.0.5.17,0,17,8443,8.12,994,vpn_connection,"New York, US",1,normal
2026-08-27 11:25:21,asharma,10.0.9.223,10.0.5.6,0,23,8443,27.07,2813,database_query,"Sydney, AU",1,normal
2026-08-27 11:45:37,svc_backup,10.0.16.25,10.0.5.59,1,29,443,12.21,1887,file_access,"Dublin, IE",2,normal
2026-08-27 12:16:52,cfernandes,198.51.100.9,10.0.5.27,7,37,3389,0.4,417,brute_force_attempt,"Mumbai, IN",1,suspicious
2026-08-27 14:52:48,pkumar,10.0.18.11,10.0.5.31,0,21,53,11.9,1354,login_success,"Bangalore, IN",2,normal
2026-08-27 18:25:23,jkhan,10.0.17.207,10.0.5.49,2,11,443,2.32,614,database_query,"Mumbai, IN",2,normal
2026-08-27 19:53:47,mrao,10.0.17.25,10.0.5.43,2,28,3306,3.22,104,email_activity,"Hyderabad, IN",1,normal
2026-08-28 08:03:30,ymehta,10.0.13.111,10.0.5.45,0,32,25,2.18,331,login_success,"Toronto, CA",1,normal
2026-08-28 09:15:35,nlal,10.0.20.155,10.0.5.48,1,19,443,13.39,3502,normal_browsing,"Dublin, IE",1,normal
2026-08-28 09:33:32,cfernandes,10.0.7.233,10.0.5.51,0,23,22,13.73,997,login_success,"Mumbai, IN",1,normal
2026-08-28 10:34:46,admin_ops,10.0.8.43,10.0.5.31,1,18,3389,1.46,2834,email_activity,"Delhi, IN",1,normal
2026-08-28 10:37:37,cfernandes,10.0.5.45,10.0.5.44,1,39,3306,3.19,3481,database_query,"Mumbai, IN",1,normal
2026-08-28 11:16:42,svc_monitoring,10.0.3.42,10.0.5.17,0,36,80,34.77,671,login_success,"Delhi, IN",2,normal
2026-08-28 11:29:18,svc_backup,10.0.9.120,10.0.5.5,0,12,443,2120.97,6144,large_data_transfer,"Dublin, IE",1,suspicious
2026-08-28 11:39:16,tverma,10.0.5.162,10.0.5.8,2,42,443,11.89,1295,vpn_connection,"Pune, IN",1,normal
2026-08-28 11:48:18,bshah,10.0.11.75,10.0.5.43,0,6,3389,6.13,2221,normal_browsing,"London, UK",1,normal
2026-08-28 13:55:17,aiyer,10.0.9.169,10.0.5.47,2,20,3389,3944.63,1065,large_data_transfer,"Sydney, AU",2,suspicious
2026-08-28 14:08:55,jkhan,10.0.15.48,10.0.5.5,0,25,3306,28.04,896,vpn_connection,"Mumbai, IN",1,normal
2026-08-28 16:24:11,nlal,192.0.2.228,10.0.5.26,13,79,25,26.4,212,brute_force_attempt,"Dublin, IE",1,suspicious
2026-08-28 18:39:20,greddy,10.0.11.40,10.0.5.30,0,31,25,0.16,2616,email_activity,"Bangalore, IN",1,normal
2026-08-28 18:41:25,greddy,10.0.11.249,10.0.5.52,1,7,443,24.72,433,email_activity,"Bangalore, IN",1,normal
2026-08-29 01:41:18,admin_ops,10.0.16.107,10.0.5.58,4,31,443,6.01,389,privilege_escalation_attempt,"Delhi, IN",1,suspicious
2026-08-29 03:02:11,bshah,10.0.9.105,10.0.5.11,3,39,8443,6.47,188,privilege_escalation_attempt,"London, UK",1,suspicious
2026-08-29 09:33:56,bshah,10.0.1.254,10.0.5.25,4,9,8443,19.66,3555,login_failure,"London, UK",7,suspicious
2026-08-29 09:59:21,greddy,10.0.10.118,10.0.5.43,1,34,25,0.88,579,database_query,"Bangalore, IN",2,normal
2026-08-29 10:34:18,kjoshi,10.0.11.28,10.0.5.7,0,43,53,5.48,1285,vpn_connection,"Bangalore, IN",2,normal
2026-08-29 10:50:13,dgupta,10.0.7.208,10.0.5.5,1,23,53,9.63,2474,database_query,"Delhi, IN",1,normal
2026-08-29 11:09:23,cfernandes,10.0.6.140,10.0.5.51,1,1,3306,28.13,2031,login_success,"Mumbai, IN",1,normal
2026-08-29 15:32:09,aiyer,10.0.2.117,10.0.5.8,0,6,22,2.11,190,file_access,"Sydney, AU",2,normal
2026-08-29 16:20:58,asharma,10.0.20.58,10.0.5.43,0,41,25,1.01,2901,email_activity,"Sydney, AU",2,normal
2026-08-29 16:25:32,svc_monitoring,10.0.2.13,10.0.5.4,0,22,25,9.49,2157,vpn_connection,"Delhi, IN",1,normal
2026-08-29 17:12:29,bshah,10.0.4.36,10.0.5.21,0,26,3306,1.84,3477,database_query,"London, UK",2,normal
2026-08-29 17:32:24,jkhan,10.0.15.150,10.0.5.37,2,3,25,4.42,3347,database_query,"Mumbai, IN",1,normal
2026-08-29 17:44:08,cfernandes,10.0.14.214,10.0.5.59,0,33,80,4031.42,4677,large_data_transfer,"Mumbai, IN",1,suspicious
2026-08-29 18:58:05,hnair,10.0.4.198,10.0.5.17,2,43,3306,22.67,711,normal_browsing,"Mumbai, IN",1,normal
2026-08-30 00:00:32,admin_ops,192.0.2.145,10.0.5.43,2,1186,4444,2.38,13,network_scan_detected,"Delhi, IN",2,suspicious
2026-08-30 04:51:36,rpatel,10.0.20.39,10.0.5.9,2,12,22,4.31,897,privilege_escalation_attempt,"Bangalore, IN",1,suspicious
2026-08-30 04:53:31,rpatel,198.51.100.15,10.0.5.25,0,1429,1337,0.75,66,network_scan_detected,"Bangalore, IN",2,suspicious
2026-08-30 08:35:29,ymehta,10.0.10.187,10.0.5.3,1,17,443,8.32,3084,file_access,"Toronto, CA",1,normal
2026-08-30 08:48:43,greddy,10.0.9.149,10.0.5.4,0,31,25,9.92,1169,file_access,"Bangalore, IN",2,normal
2026-08-30 09:57:33,aiyer,10.0.2.60,10.0.5.15,2,37,25,2.57,1140,login_success,"Sydney, AU",1,normal
2026-08-30 10:36:54,hnair,10.0.16.203,10.0.5.23,2,4,443,5.94,437,normal_browsing,"Mumbai, IN",2,normal
2026-08-30 13:01:11,tverma,10.0.9.15,10.0.5.10,2,27,80,4.33,3084,login_success,"Pune, IN",2,normal
2026-08-30 14:24:00,ymehta,10.0.7.54,10.0.5.19,2,5,80,27.31,3304,database_query,"Toronto, CA",1,normal
2026-08-30 14:33:05,kjoshi,10.0.13.224,10.0.5.21,2,22,3389,4.56,1394,file_access,"Bangalore, IN",1,normal
2026-08-30 16:13:09,svc_backup,10.0.16.59,10.0.5.56,0,23,3306,8.13,500,email_activity,"Dublin, IE",1,normal
2026-08-30 16:14:37,asharma,10.0.8.3,10.0.5.6,2,41,443,1.72,967,login_success,"Sydney, AU",1,normal
2026-08-30 18:31:55,greddy,10.0.5.116,10.0.5.36,1,23,3306,3.31,2290,database_query,"Bangalore, IN",2,normal
2026-08-30 18:48:12,pkumar,10.0.6.158,10.0.5.56,2,26,8443,18.55,2140,email_activity,"Bangalore, IN",1,normal
2026-08-30 19:53:40,jkhan,10.0.8.28,10.0.5.46,0,44,80,20.5,3291,database_query,"Mumbai, IN",1,normal
2026-08-30 19:58:09,asharma,203.0.113.218,10.0.5.35,0,5,3306,6.32,2915,unusual_login_location,"Nairobi, KE",2,suspicious
2026-08-31 08:19:18,svc_deploy,10.0.7.112,10.0.5.52,1,39,3306,4.74,1934,vpn_connection,"New York, US",2,normal
2026-08-31 08:53:24,greddy,45.33.248.139,10.0.5.45,3,37,3389,9.63,1980,unusual_login_location,"Sao Paulo, BR",1,suspicious
2026-08-31 09:29:23,nlal,10.0.9.151,10.0.5.26,2,24,80,0.31,2794,file_access,"Dublin, IE",2,normal
2026-08-31 10:27:08,greddy,10.0.2.80,10.0.5.25,0,23,3389,7.58,2823,file_access,"Bangalore, IN",1,normal
2026-08-31 11:32:16,jkhan,10.0.5.240,10.0.5.24,0,16,3306,12.4,1197,file_access,"Mumbai, IN",2,normal
2026-08-31 11:58:54,rpatel,10.0.4.118,10.0.5.10,1,43,3306,19.3,3123,vpn_connection,"Bangalore, IN",2,normal
2026-08-31 12:30:44,svc_deploy,198.51.100.54,10.0.5.46,16,32,443,4.65,1263,brute_force_attempt,"New York, US",1,suspicious
2026-08-31 14:42:23,rsingh,10.0.3.131,10.0.5.43,0,1,8443,0.84,3398,vpn_connection,"Dublin, IE",1,normal
2026-08-31 16:08:24,kjoshi,10.0.8.67,10.0.5.15,0,42,80,6.47,1872,email_activity,"Bangalore, IN",1,normal
2026-08-31 16:26:00,asharma,10.0.1.137,10.0.5.48,0,35,53,8.67,100,database_query,"Sydney, AU",2,normal
2026-08-31 16:50:32,cfernandes,10.0.18.7,10.0.5.26,1,3,8443,5.69,1559,email_activity,"Mumbai, IN",1,normal
2026-09-01 09:24:57,admin_ops,10.0.19.50,10.0.5.18,0,28,443,3.01,2159,database_query,"Delhi, IN",1,normal
2026-09-01 12:53:10,cfernandes,10.0.9.235,10.0.5.54,1,19,3306,6.02,3324,login_success,"Mumbai, IN",2,normal
2026-09-01 14:20:11,bshah,10.0.15.235,10.0.5.36,0,35,3306,20.79,2798,normal_browsing,"London, UK",1,normal
2026-09-01 14:36:43,tverma,10.0.6.45,10.0.5.13,0,40,8443,5.21,2568,normal_browsing,"Pune, IN",1,normal
2026-09-01 15:00:46,svc_backup,10.0.5.106,10.0.5.57,2,10,80,3.25,1953,email_activity,"Dublin, IE",1,normal
2026-09-01 15:22:30,svc_monitoring,10.0.4.114,10.0.5.48,2,29,3306,0.22,305,email_activity,"Delhi, IN",1,normal
2026-09-01 15:50:57,svc_monitoring,10.0.6.170,10.0.5.7,0,33,3306,1.14,412,file_access,"Delhi, IN",1,normal
2026-09-01 15:58:55,aiyer,10.0.1.203,10.0.5.46,2,38,8443,1173.39,5241,large_data_transfer,"Sydney, AU",1,suspicious
2026-09-01 16:31:28,nlal,10.0.3.155,10.0.5.4,1,21,53,13.62,135,login_success,"Dublin, IE",1,normal
2026-09-01 16:39:10,ymehta,10.0.12.97,10.0.5.60,0,25,8443,1.12,3202,email_activity,"Toronto, CA",1,normal
2026-09-01 17:00:39,jkhan,10.0.6.114,10.0.5.24,2,14,22,2.88,1716,database_query,"Mumbai, IN",2,normal
2026-09-01 17:01:35,tverma,10.0.7.185,10.0.5.43,2,35,8443,3.85,932,vpn_connection,"Pune, IN",1,normal
2026-09-01 17:27:06,ymehta,10.0.4.220,10.0.5.43,2,36,3389,2.84,1791,vpn_connection,"Toronto, CA",1,normal
2026-09-01 17:32:12,svc_monitoring,10.0.13.77,10.0.5.43,0,16,25,16.24,1610,login_success,"Delhi, IN",1,normal
2026-09-01 17:33:21,ymehta,10.0.14.229,10.0.5.45,8,22,25,5.51,1501,login_failure,"Toronto, CA",5,suspicious
2026-09-01 19:17:26,pkumar,10.0.16.252,10.0.5.32,0,30,22,16.01,1601,file_access,"Bangalore, IN",1,normal
2026-09-01 19:22:03,jkhan,10.0.4.113,10.0.5.16,0,22,8443,4.1,3198,email_activity,"Mumbai, IN",1,normal
2026-09-02 08:22:41,hnair,10.0.13.203,10.0.5.35,0,45,8443,0.14,1702,file_access,"Mumbai, IN",1,normal
2026-09-02 10:04:10,nlal,10.0.14.72,10.0.5.28,0,31,80,5.53,1509,email_activity,"Dublin, IE",1,normal
2026-09-02 10:47:16,pkumar,198.51.100.244,10.0.5.45,9,115,80,1.09,940,brute_force_attempt,"Bangalore, IN",1,suspicious
2026-09-02 11:15:17,admin_ops,10.0.18.78,10.0.5.16,0,19,3389,16.89,2857,normal_browsing,"Delhi, IN",2,normal
2026-09-02 12:41:50,admin_ops,10.0.19.149,10.0.5.16,2,4,25,1.28,728,database_query,"Delhi, IN",2,normal
2026-09-02 12:57:58,cfernandes,10.0.2.25,10.0.5.42,1,18,443,7.28,44,email_activity,"Mumbai, IN",1,normal
2026-09-02 13:35:59,aiyer,10.0.9.75,10.0.5.9,1,44,8443,2.49,1646,email_activity,"Sydney, AU",1,normal
2026-09-02 14:15:09,svc_deploy,10.0.1.230,10.0.5.50,0,28,3389,0.38,750,normal_browsing,"New York, US",2,normal
2026-09-02 16:24:58,dgupta,10.0.18.32,10.0.5.18,0,29,3389,2.27,2536,email_activity,"Delhi, IN",2,normal
2026-09-02 18:07:36,mrao,10.0.7.121,10.0.5.46,0,24,22,18.12,2511,database_query,"Hyderabad, IN",1,normal
2026-09-03 04:23:03,jkhan,45.33.220.147,10.0.5.12,1,1580,8081,17.76,97,network_scan_detected,"Mumbai, IN",1,suspicious
2026-09-03 10:47:55,hnair,10.0.16.117,10.0.5.18,0,41,53,2.5,3166,database_query,"Mumbai, IN",2,normal
2026-09-03 11:34:13,svc_deploy,10.0.2.37,10.0.5.34,0,15,3306,0.96,2395,database_query,"New York, US",1,normal
2026-09-03 13:27:52,aiyer,10.0.20.36,10.0.5.21,0,39,3389,10.35,1992,email_activity,"Sydney, AU",1,normal
2026-09-03 14:30:29,dgupta,10.0.7.89,10.0.5.40,0,21,3306,7.25,3037,email_activity,"Delhi, IN",2,normal
2026-09-03 15:20:37,rsingh,10.0.1.224,10.0.5.51,2,6,25,36.98,2630,normal_browsing,"Dublin, IE",1,normal
2026-09-03 15:56:19,cfernandes,10.0.16.7,10.0.5.7,1,33,25,5.84,1016,file_access,"Mumbai, IN",1,normal
2026-09-03 17:00:57,bshah,10.0.3.6,10.0.5.18,0,10,8443,2.78,485,email_activity,"London, UK",1,normal
2026-09-03 20:04:36,rsingh,10.0.5.137,10.0.5.25,1,21,53,11.57,1052,login_success,"Dublin, IE",1,normal
